Node,Community,X,Y
Maurizio Brancaleoni,2,-0.9082965371036268,-1.8787305436006374
Michał Walentukiewicz,2,0.9833962991732831,-1.7564303111721697
Mikhail V. Kuznetsov,2,-0.5311208891046368,-2.253753135508403
Mohamed Anees M,0,0.8802060111529032,-1.7537186503482174
Mohammadhossein Shamsi,0,0.5061736020047535,-2.0415802237661245
Nadezhda Antonova,0,3.3960643153055403,0.31669545414105194
Natalie Wisniowski,3,-1.5625012829921834,-1.0718813633670947
Naveen Jain,2,-0.5554349197344807,-2.07191406989585
Nicholas Figorito,3,-3.5095817633028146,0.9770831079514238
Okan Bulgurlu,3,-0.8592026312144074,-1.8726071219366713
Pavel Kiselev,2,-0.02649365352151999,-2.2877061791678215
Pranav Senthilkumar,3,-1.2356461295773233,-1.463707739403184
Roberto Al Avila Bautista,2,-0.28421216244258013,-1.9796691307750651
Roza Idrisova,2,-0.8449376448264366,-1.89802697901046
Slaven Pastar,3,-1.0397843649059315,-1.7454698296244875
Suvradeepta Das,2,0.5297206703275101,-2.007951559925423
Valentina Golubenko,2,-0.10425760991915438,-2.4218415215799247
Veronika Minina,2,0.7808437433432268,-1.887901638742644
Yvain Bruned,3,-0.9638875216461901,-1.8212721013030257
Zsoka Gaal,2,-0.34950366324010546,-2.344611018982904
infinitegiantkiller,3,-3.5367686002876506,1.063936853920731
Наталья Зайнуллина,0,5.90850897399723,2.719646776366102
Alexandre Qashashvili,3,-4.821860860725761,2.7148403397248804
Artemii Khanbutaev,3,-3.1090676874768546,0.7736094046396242
Carles Martín Barceló,3,-3.129260885100984,0.7878834487010133
Daniel Dardha,3,-2.8763957467713026,0.39448975189129054
Elnaz Kaliakhmet,3,-2.0871711877446057,-0.496072691492735
Evan S. Rosenberg,3,-6.210396709917551,4.2607486812804565
Evgeny Egorov,3,-1.8309730467621699,-0.8770622766721285
Evsuld Myagmarsuren,3,-1.627113343055896,-1.0395685810245547
Gasan Guliev,3,-3.4001003031161616,1.0371116091161607
Glaucio Cella,3,-2.5079192200661957,0.025807928831184945
Indy Southcott-Moyers,3,-6.760510915648111,4.85257541344039
Kevin Noboa Silva,3,-4.179985198499087,2.0164455666003684
Leancy Beatriz Fernandez Bustamante,3,-5.5175748773090865,3.584555110816961
Marcell Szabo,3,-5.907007004746508,3.972659389527277
Md Bashiq Imrose,3,-4.515103899702491,2.2708328231700987
Mikelis Vingris,3,-4.920235808125487,2.844530376235834
Nicholas Ladan,3,-3.971593772835229,1.6771516904896246
Pedro Martinez,3,-3.357025729637472,1.0280570349327682
Peter Prohaszka,3,-3.6069129370858097,1.2176559333767587
Piotr Kejna,3,-2.5125059838533326,-0.1247438281224798
Sergey Shtyka,3,-4.453481475097668,2.3562944969860804
Srihari L,3,-1.0235033927401496,-1.7925445002743194
Sultanbeibarys Dumanuly,3,-3.6844854410264483,1.3892753645416027
Vihaan Jammalamadaka,3,-0.6153440675278999,-2.1820437253413423
Vsevolod Rytenko,3,-5.569248840918524,3.6228709994888546
Zmiyevik2200,3,-5.135737900377071,2.982609742493663
x-0618534659,1,-0.45834795849669063,-2.3420568048038293
Артём Синявский,3,-1.5058217925603543,-1.0953949612941507
Гор Глиджян,3,-4.232636099794329,2.0589587131249245
Игорь Князев,3,-4.167181118544988,1.9735266910562022
Abdimalik Abdisalimov,0,1.1978823171806317,-1.4871823476473616
Alex Arias Igual,0,4.846454901743531,1.6485203125481696
Alexander Alexikov,0,6.963349610086778,3.655532015334533
Alexander Zubov,2,2.1243141296259274,-0.9518296518925661
Alikhan Daulet,3,-0.64713958395476,-2.0904134334335964
Alina Kashlinskaya,0,5.053870510709623,1.7717617830363395
Alvaro Blanco Fernandez,0,1.0649872213286056,-1.5108510002430986
Anatoly Bykhovsky,0,5.498313606366506,2.3063327277118235
Antonin Ferey,0,5.065582973542495,1.8126536543948994
Antonio Carlos Bambino Filho,2,0.08714808871553166,-2.30037042871713
Arnold Mayeregger,0,3.904208677674588,0.9679193460242284
Bao Nghia Dong,2,0.008651777441374839,-2.4263812964152858
CarlosjPineror,2,-0.5124581637319884,-2.296715335145832
Chamal Gedgaf,0,4.563931998769376,1.5553193025546088
Conrad Thake,0,5.880348114683526,2.7152601847247504
Cristi Machidon,0,4.214135130542704,0.9087193137781515
Cristian Adrian Dolezal,3,-0.8798403040935407,-1.8556741755000292
Cristiano G Souza,2,-0.28206019345737465,-2.450767408728542
Daniel Barria,0,7.432795992938065,3.7618708766828886
Daniel Beniosev,0,3.62419501463273,0.6884398225755438
David Zakarian,0,3.97298725065269,1.0075905863331764
Dejan Djordjevic,0,6.182514671844693,2.887964977554738
Dmitry Vyatkin,0,4.905742777135234,1.679120709192692
Dmitry Zenin,0,6.880850827300004,3.3762143326178937
Dominick Orzech,0,6.177857374427111,2.8509671253748494
Eduardo Iturrizaga Bonelli,0,2.7944528093106213,-0.3975605448523832
Eduardo Marra,0,2.44476766687169,-0.31574580700424976
Elliott Winslow,0,8.343174161396497,4.931196941485188
Elvin Wilson,0,2.958097367654022,-0.09839512674440651
Emilio Cordova,2,0.7638488676776714,-2.0852420757294214
Fabiano Caruana,2,-0.7370048913419097,-2.107323409000126
Filip Dowgird,0,0.5035037674478532,-2.0192713703166327
Frederico Matsuura,0,5.82811541843954,2.60622187623657
GERARDO MARIN,0,10.09077490237981,6.295232564604643
Giovanna Arbunic Castro,0,9.786114141178127,6.138995892112612
Harold Wanyama,0,6.575780070735636,3.3328375392704044
Igor Da Paz Palácio,0,1.0784594863101251,-1.53168135284969
Igor Kovalenko,3,-1.6553821123504247,-1.1088312069996318
Ilja Biriukov,0,3.5580912073036064,0.6360709225408383
Isaque Goncalves Santos,0,6.282080821467286,3.1301262114375157
James Allen,0,3.803269655870123,0.8791023752900301
Johann Hjartarson,0,3.2259206457624887,0.09185695773804735
Josue Araujo Sanchez,0,1.5901307882572107,-1.2285873901498814
Justin Liang,0,4.712215124519625,1.6182214092060874
Justin Storm,0,3.834976625804352,0.9029064826351306
Keith Jeffrey Khumalo,2,0.6329118014133548,-1.9920539365947505
Kim Sergey,0,4.183268302785001,1.0218509897526566
Konstantin Borsuk,0,1.5007980592874408,-1.1912954439863428
Konstantin Garagulya,0,2.0674917421327197,-0.7934680861027896
Levan Pantsulaia,0,7.442853192401423,3.81349969985252
Linus Olsson,2,0.2889104048259354,-2.161115298855197
Lukasz Swiatlowski,0,4.119919290681626,1.0630315966054462
Mahammad Muradli,2,-0.7510944734403538,-2.053830138606146
Marina Korneva,0,8.0285670735194,4.224283612120992
Mario Andres Fernández Sánchez,2,-0.10280187240033516,-2.4585012142001093
Mariya Yakimova,0,2.8741653835987746,-0.21926347128772994
Maxi Perez,0,1.1553788040116018,-1.4961922072475826
Muhittin Büker,0,1.8599689107572428,-0.921054423228835
Murad İbrahimli,2,-0.5989363404071499,-2.0879944065727014
Nitzan Steinberg,2,1.0426437271546092,-1.7927615142083686
Oleg Yaksin,2,-1.32404112606366,-1.529187475299097
Oleksiy Solovchuk,2,0.18029838659628725,-2.335363168154205
Olexandr Shevchuk,0,1.4748201240285668,-1.2076151004571583
Olga Sikorova,0,2.173450346485435,-0.7424073049504829
Oscar yosimar Acosta cruz,0,7.12019035129035,3.762143304786013
Parham Maghsoodloo,2,0.14316663010781872,-2.3981202415177854
Paul Richter,0,0.9060322599688204,-1.683051247146438
Pavel Ponkratov,0,0.8762537568085179,-1.7296149440239692
Reinis Paikens,2,-0.2982389195405838,-2.4548167506889
Roman Ovetchkin,0,4.32494615076802,0.9830978864746504
Sahebali Atanejhad,2,0.32600969294747145,-2.2775914014357688
Sai Nirupama Kotepalli,0,2.84785684133892,0.0029984078571434463
Salem AR Saleh,2,1.046531681250997,-1.7743363747297878
Sergey Shipov,2,0.8684443198070768,-1.8870317711534783
Sujana Lohani,0,8.17102853281316,4.709040452840761
Szymon Gumularz,0,0.5284963032721954,-2.02675895674518
Tomas Laurusas,2,1.8146903751376522,-1.1551144854098605
Valery Kazakouski,2,1.337207466963996,-1.61597463872172
Vidit Gujrathi,2,1.3478107584132777,-1.7639123789095457
Viktor Ianov,2,0.24650540933613913,-2.2380862953176046
Vitaly Rodchenkov,0,7.526011145285478,3.862483557842354
Vladimir Seliverstov,0,6.4364421110833305,3.1022594211244003
Wilson Morales,2,-0.14667958141538018,-2.4114232197800947
Yago Labussiere,2,-0.08949479992295027,-2.3200243335941275
Yuliia Osmak,1,-0.1607520999108573,-2.536538870855169
Zhamsaran Tsydypov,0,4.160702140460474,0.9199625287320848
boris abrashkin,0,4.779058820730731,1.7221926078210694
Владимир Матвеев,2,1.2248088448205565,-1.5462012627748065
Илья Чеклецов,2,0.8691914712048647,-1.8651615877198788
Abhimanyu Puranik,2,-0.4747659685647524,-2.3841734323023087
Adam Kujawski,1,0.15219783567823247,-2.2230325442762293
Alejandro Cuellar Montes,1,0.03637727252357343,-2.2760179119986015
Alex Sahakyan,1,-0.42139736380672055,-2.428429926889356
Alexander Zlatin,3,-4.616064316324377,2.4315369071511146
Alexandra Afanasieva,1,0.0977169693202987,-2.392556375795996
Alexei Shirov,1,0.22690683539663745,-2.158706250705156
Andrei Ioan Trifan,2,-0.8062976751878035,-2.0625032289334357
Artemiki Lebedev,1,0.5156312907938007,-2.1454052530808787
Aryan Tari,4,-0.9803663541421881,-1.8938391020681573
Christian Koepke,1,-0.33380513908518133,-2.43032518411439
Cristian Sanhueza,1,-0.8461146926155131,-1.906330427366864
Daniel Naroditsky,1,-0.6826329156460875,-2.149459640578259
Darius Viškelis,0,1.94601624136308,-0.8509226941509939
David Torres Domínguez,1,-0.3956654982691092,-2.3991646473813466
Deniel Causo,1,-0.9634108052402495,-1.8776077146789536
Deniz Arman,1,0.6086316301665633,-2.02817344714776
Dila Baloglu,1,-0.19942883847338908,-2.441210771637076
FAUSTO CASTELLA GARCIA,1,0.92192430373843,-1.775441000721228
Gyula Pap,3,-2.4641399010341907,-0.24208575471860533
Iljya Grigorjev,3,-3.333982861306692,0.7994096102499633
Jakub Chyży,1,-0.26932024100697277,-2.536994049187734
Jennifer Perez Rodriguez,1,-0.0017740035033110622,-2.2475782949945136
Johan-Sebastian Christiansen,1,-0.7574037870750344,-2.124849533230571
Jonathan Pein,3,-0.611827031887772,-2.226431488154153
Julien Dubreuil,1,0.7320897706522281,-1.8673871107964615
Justin Chen,0,0.498034940707171,-2.044035048281999
Karol Kucza,4,-0.9425919069710582,-1.8834798997733988
Klementy Sychev,1,1.1381741882566634,-1.6420184527033068
Ludvig Carlsson,3,-5.103369253648149,2.910403184672868
Marius Fromm,2,0.3023936724642626,-2.287176353090859
Markus Ragger,3,-4.6523552247429185,2.284824584675262
Martyn Kravtsiv,4,-0.34327828007434286,-2.426920527189905
Matyas Palczert,1,-1.4720507027291434,-1.3259639916798656
Necmettin KORKMAZ,1,-1.0677470049707625,-1.7060735620346743
PavelShkapenko,3,-2.063252867496049,-0.59129535141605
Pouria Darini,2,-1.096717773280302,-1.7137895932760763
Razvan Preotu,1,-0.18518772830904598,-2.3936988375153727
Robert Baskin,2,0.5984487323248817,-2.0141421250874543
Sargis Sargissyan,1,0.4941429101519495,-2.099239350096073
Shukhrat Makhmudov,1,0.5830152965821915,-1.913606291392632
Siar Yaran,1,-0.7558957114685696,-2.0755432410555534
Ugur Doga Yazici,3,-1.3127392105220952,-1.4210413441858563
Ulises Hernández Bermúdez,1,0.15848952816369288,-2.1389001594861194
Vaishali R,3,-1.7319611869190987,-1.057538993865073
Valentin Dragnev,1,-0.9149844443728076,-1.9281062275135272
Visakh NR,2,-0.46892806066744364,-2.2591124327131094
Vojtěch Plát,3,-0.8686756453447249,-1.903945248839478
Zaur Tekeyev,1,0.03607874163702262,-2.4614565296900186
Zsigmond Szajbely,1,-0.15923997526532227,-2.4195760393602472
Спартак Высочин,1,-0.5010415663824821,-2.2331999172260733
Alejandro Garcia Garcia,2,-0.5710560638325672,-2.2118097502803717
Aleksandra Maltsevskaya,2,-0.07529795275938568,-2.477443697079067
Alex Goldin,2,-0.10699147686128516,-2.529315834047321
Aravindh Chithambaram,2,-0.16872589934832277,-2.50372698182944
Bogdan Daniel Deac,2,-0.9587954245939332,-1.8554129300848636
Daniil Dubov,2,0.6365205530030972,-2.252712954992194
Denis Khismatullin,2,0.1750620493395029,-2.4261076893767295
Dennis Wagner,3,-1.2095241905041598,-1.6745144297033991
Francisco Orantes Taboada,2,-1.7890145969995361,-1.0051183876008918
Gleb Dudin,0,1.512619115375836,-1.341496817340934
Hong Anh Nguyen,2,-0.2409574715843762,-2.092925468508302
Jakhongir Vakhidov,2,0.13387417131138626,-2.3669374098745384
Jonas Bjerre,2,-0.30678973853561753,-2.387114198280819
Juan Fernando Aguilar Novoa,2,1.3408565345742296,-1.4793165279499567
Marco Materia,3,-1.8348658487436589,-1.0039016992760537
Marie Sebag,2,0.11866409368122477,-2.3599151205727704
Matt Zavortink,2,0.7781699590936382,-2.013624332979891
Max Warmerdam,2,0.40717182632246246,-2.3510201798006407
Mustafa Yilmaz,2,-0.051204598293302685,-2.455396295962937
Nikolas Theodorou,2,-1.0752385359422925,-1.8277600825204945
Ori Kobo,2,1.2509914204031745,-1.7395316932835372
Reza Mahdavi,2,-0.13199578918297278,-2.513766783375854
Safin Safarullakhan,1,-0.10645074210906602,-2.456224340495343
Sam Schmakel,0,1.4444123308930976,-1.4042627764872977
Sam Shankland,2,2.1007371348723565,-1.1244355773150825
Serghei Gostev,2,-0.012549038537282115,-2.3505407574184183
Shakhriyar Mamedyarov,2,0.48558779590612006,-2.1822386678230727
Shawn Rodrigue-Lemieux,2,-0.00025599552435229023,-2.4911314746683173
Tor Fredrik Kaasen,2,-0.39526288941312443,-2.39353418139202
Tudor Henry Edward,2,0.7891031729365388,-1.9383748441792301
Alena Nikulina,1,0.21475482628619666,-2.133937492062439
Eivind Grunt Kreken,3,-1.3430618984190108,-1.3445625342485699
Georgios Souleidis,1,-0.5218022827265006,-2.277549667040387
Juan Alberto Gomez Aguirre,3,-4.1654672452167,1.9006178081704177
Liwia Jarocka,2,-0.2645774634129588,-2.489595476715079
MF Pablo Alexander Ruiz Aguilar,3,-2.5460470222454754,0.13430057370450396
Maftuna Bobomurodova,3,-2.153671191178744,-0.40104833130449724
Marek Karas,3,-5.243217894344069,2.9937382026378905
Matan Prilleltensky,3,-0.48243083582483265,-2.234772335246626
Melih Kaan Can,3,-2.527730804200783,0.07961591656365416
Mohammad Mohammadian,1,-0.10923940188640767,-2.097205023960171
Momchil Petkov,3,-2.869640585230762,0.46173101919709975
Sriram Krishnakumar,3,-3.573660991822244,1.2819284781300218
Steve Harrington,1,-0.1664760872906251,-2.3676185985277955
Abtin Atakhan,2,-0.41175668466508397,-2.4638435686815545
Alexandr Triapishko,3,-1.5407459020196677,-1.209620902613617
Alireza Firouzja,4,-0.14683363216266906,-2.5304341735739238
Andrey Tsvetkov,4,-0.2777093894940333,-2.6129060013467478
ApacheSVD,4,-0.31796434342189095,-2.4849557316451962
Arman Ghevondyan,2,-0.5976604174760989,-2.097050301092626
Arnaldo Jesus Fernandez De La Vara Mulet,2,0.07385486305977346,-2.432789912597397
Artiom Stribuk,3,-3.281341600747044,0.6277542811656482
Benedikt Dauner,3,-0.9019847167282878,-1.8386388651152115
Benjamin Bok,2,-0.2053485923003651,-2.5131024686606818
Carlos Andres Perdomo,2,1.3806071908942057,-1.481870840222671
Conrad Holt,2,0.16935391403489095,-2.359579469108741
Derek Wu,4,0.5816942509773421,-2.0662705110824646
Gianmarco Leiva,3,-1.5451706812027701,-1.2281449269861437
Harsha Bharathakoti,2,0.46275776980280475,-2.15504989800673
Ian Nepomniachtchi,4,-0.37700390237804493,-2.5094436260126973
Ilamparthi A R,4,-0.23488441632750448,-2.5027612960238
Jan Helmer,3,-1.2066000930611416,-1.5448057188890092
Jan Malek,4,-0.23681724527989315,-2.566278412974779
Jonah Willow,3,-0.7497097006842358,-2.0446842277252983
Juan Rottenwohrer Suarez,2,0.016172637884079934,-2.452091468413357
Kevin Yang,4,-0.22546087769569123,-2.56255750254484
Kirill Klukin,3,-2.7531755019553925,0.020987983600784656
Krikor Sevag Mekhitarian,3,-3.548918927479391,0.9725248866143212
Maciej Sroczyński,4,0.0003543356143422832,-2.404157772107157
Marat Gilfanov,3,-1.3630651148665422,-1.3731295828722836
Meri Arabidze,2,-1.3213358918269826,-1.5649956530408835
Mohammad Fahad Rahman,4,-0.4453184267899286,-2.3677001444420607
Nikolas Koutlas,0,0.14551816060459705,-2.328384183581279
Patryk Stanisz,4,-0.12019651761895996,-2.496357531392456
Paulius Pultinevičius,2,-0.17066342641655421,-2.5347547969003332
Pedro Filipe Rego,2,-0.9607113904697844,-1.8598387745921612
Rafael Leitao,4,0.05393750942585776,-2.4019766985780495
Read Samadov,2,0.3197758071470664,-2.1739800829184825
Roman Kezin,0,2.6240839101107163,-0.3678383457406811
Rudik Makarian,3,-3.1501343665048913,0.5321150860874738
Sergey Drygalov,2,-0.3514883902789255,-2.3931115301387336
Símon Þórhallsson,4,-0.182294408493984,-2.5498453842509785
Tihomir Yanev,4,-0.2491230565222193,-2.4858183692025224
Trisha Kanyamarala,4,0.07049473800225102,-2.3776921600914402
Tsvetan Stoyanov,4,-0.25806527387845685,-2.6259749499846223
Vincent Keymer,2,-0.8386830851072051,-1.911533691647815
mapleaff,4,-0.2558884407127257,-2.5774786682753015
samarth Rao 1664 Leavud Rating,4,0.4394000532716109,-2.0155938103523665
Максим Щекачихин,2,-0.6528489737172685,-2.2044335501330794
Aditya S Samant,3,-1.5928923573284968,-1.2070171735546285
Alberto Santos Flores,3,-1.9990884300561647,-0.6430518857819136
Aleksandr Domalchuk-Jonasson,3,-3.3780339270992705,1.0276415003405677
Alex King,3,-4.626897414469218,2.271098792420187
Alexander Khlebovich,3,-4.329453305627548,1.8577844163005723
Alexey Dreev,2,0.06564266203647141,-2.2673757188232986
Anatoliy Shapkin,3,-2.4977336141581046,-0.22424355177247488
Anderson Esmeraldas,3,-1.4414939808196787,-1.2869039461088907
Aradhya Garg,3,-6.039650697624915,3.8969583719638754
Arsene Kukhmazov,2,-1.2246899101057538,-1.5935230006223269
Arseniy Astafurov,2,0.02286735980714503,-2.259831920706634
Artem Timofeev,3,-5.242701232934304,2.9210792171085496
Arvind Jayaraman,2,0.3671611933527702,-2.0231796596631457
Boris Grachev,3,-1.7888292480330874,-0.9857209731426751
Cesar Ugarte,2,-0.6702128395852582,-2.184687615314875
Christiansen Sava,2,-0.2737969527450737,-2.3609271608227815
Daniel Kopylov,2,0.4964981157125131,-2.057635243206787
Daniel Melamed,3,-1.667076397025385,-1.0529688523964889
Danila Poliannikov,3,-2.28314929638422,-0.3940270981680964
Dariusz Swiercz,3,-4.2365044146779045,1.7039190973139686
David Kalashian,3,-1.3169295814146258,-1.469213676554987
Denis Lazavik,2,-0.7562217200407848,-1.982216780839678
Dev Shah,2,-0.4653020002811184,-2.342715009659546
Dmitry Gurevich,2,0.10265425256592288,-2.23097890312642
Dobre Claudiu Cristian,3,-4.054938052427065,1.7605923518153257
Ekaterina Borisova,3,-4.169180493742899,1.7924834611785672
Emre Mecit,3,-4.307173549865393,1.947611568410245
Erik Golubovic,2,-1.069862012248504,-1.721936200153178
Evgeniya Doluhanova,3,-1.1934981231434103,-1.528351744252356
Evgeny Ermolaev,3,-4.150051896357393,1.7915285896164836
Evgeny Melikhov,3,-4.049241574638782,1.7589847724925698
Flavio Wisniacki,2,-0.5602113196937694,-2.1311534898450852
German Spata,3,-2.9119639840636995,0.20036415909178842
Hajiyev Kanan,3,-4.010112405637955,1.5812246402727836
Hrant Melkumyan,3,-4.319584904563079,1.8598023335765272
Hubert Zieba,2,0.6126831091020509,-2.068122130602184
Irina Mikhaylova,2,-1.9982807338882855,-0.6673415944521506
Jakob Postlmayer,3,-2.483934160406007,-0.2859254369423215
Jakub Pulpan,3,-3.7518173166904036,1.2094943804191418
Jan Murawski,2,-0.6387123895808798,-2.0544440891659845
John Curtis,3,-3.3185033284177257,0.9578386142305272
Keaton Kiewra,3,-1.7930603176770867,-0.9170987470758662
Konstantin Loy,3,-3.9228373949692847,1.5267916913797646
LUIS MIGUEL FLORESVILLAR,3,-2.3073424922437584,-0.25004421837604596
Mark Liubarov,3,-1.9684138368534212,-0.6139184282070876
Marko Jelcic,2,-0.23798380656169874,-2.4050643762838795
Matensien,2,-1.0510504155047962,-1.6922959107849773
Matthew Wadsworth,2,-1.231985896338951,-1.5676869110485268
Michael Fernandez,2,-0.2779790828341382,-2.458963960531489
Mihai-Lucian Grunberg,2,-0.6522442500649451,-2.095837992545143
Mikayel Rostomyan,3,-1.0425379076412242,-1.7160570458347604
Mikhail Demidov,2,-1.7905455931760266,-1.1162805678614793
Mikhail Kazakov,3,-0.6684357036791067,-2.0775411118565983
Mitch Fishbein,2,-0.9873349724504527,-1.8014078227900399
Obolenskikh Dmitry,3,-2.8415109052743737,0.24073413290889142
OlegKrivonosov,3,-3.1960221536653957,0.5518788907792724
Omran Alhosani,3,-4.27437706750258,2.0445780409994105
Patrik Aalto,3,-4.608247597904888,2.3289216073820884
Patryk Chylewski,2,-0.7465869130611409,-2.0909615768286587
Polina A Smirnova,2,-0.3043981364363397,-2.473947612595194
Qi Pang,3,-1.433844781991516,-1.2701425640407003
Rafael Vahanyan,2,-0.2896828224688691,-2.2958741547269574
Ribeiro Domingues Ribeiro,3,-1.9848767532113518,-0.6731442241711706
Robert Piliposyan,3,-2.2189198699178587,-0.35230822357107816
Robert Safin,3,-0.8253867990981333,-1.9833094462660539
Rogerio Paulo Muller Fernandes,2,0.4559852029696819,-2.1312298612283476
Roman Yanchenko,3,-3.6683412032717544,1.1648602253702625
Sahil Tickoo,3,-2.273710053866458,-0.29411322365638964
Sandi Stojanovski,2,-1.5742581899577188,-1.1608153748671577
Senthil Maran,3,-4.566075622500966,2.1636312073946025
Seo Jungmin,3,-0.9517392506107037,-1.835397194435828
Stefan Mladenovic,3,-1.7474659409496518,-0.9249201625594217
Stephan Becking,3,-3.109150013472149,0.6065797467479821
ThaKanielOutis,2,-0.5392124091820947,-2.152315064593096
Theodore Slade,3,-0.7971492421465881,-1.981046239137691
Tigran Mukhutdinov,3,-5.3596110718139816,3.1862288328646486
Valeriy Grinev,2,-0.4175724936776407,-2.3856286698007882
Vardan Danielian,2,-1.5389641863358987,-1.2221030475179506
Varuzhan Akobian,2,-0.295960637120723,-2.3031604133111063
Viachaslau Zarubitski,3,-1.879929445447105,-0.74303857540753
Vladislav Efremov,0,2.130634680206005,-0.7119744420597436
Vladislav Gontcharov,2,-1.0249252270184352,-1.7930779671232286
Wanderlei Lukachewski Junior,2,-0.8590628042717956,-1.86473721429887
Witold Klepek,2,-1.631795331231942,-1.114202597450707
bait_or_mate,2,-0.64140959663459,-2.1698558224366398
patzer-reloaded,2,-0.8333258427263799,-1.985603375154724
Adam Gibała,4,-0.23937580654766658,-2.630591571860691
Alex Jian,4,-0.23909108157764736,-2.626010675327969
Alexander Mikhnenko,4,-0.2402278554284039,-2.622087604458352
Aman Hambleton,4,-0.2351685010670426,-2.6299972759518147
Anton Demchenko,4,-0.23994173498312465,-2.6289430801809934
Balázs Csonka,4,-0.24944723374482444,-2.651595816981988
David Okike,4,-0.26025110058094003,-2.6141985499791405
Edvin Trost,4,-1.2427214643206004,-1.4801304651205704
Evgenij Novikov,4,-0.2792857433735393,-2.631010671311144
Filip Haring,4,-0.2384154967159035,-2.6225143657707233
Gata Kamsky,4,-0.22942506545589944,-2.622516147004323
Henry Deng,4,-0.27392136359659414,-2.62356458627209
Hikaru Nakamura,4,-0.23303879671960903,-2.6156300411333935
Jaiveer Mahendru,4,-0.24288627623610987,-2.6213969515593245
Jakob Leon Pajeken,4,-0.24326888871378274,-2.6338649007301025
Jan Klimkowski,4,-0.2286768013575614,-2.6210344184711185
Jens Albert Ramsdal,4,-0.2221978637782194,-2.6429327791488775
Lawrence Trent,4,-0.23590114517782199,-2.6237003091928592
Leo Crevatin,4,-0.24354192252526885,-2.637690828901729
Leonid Starozhilov,4,-0.26291327683329996,-2.603764897308622
Luis David Jimenez Almeida,4,-0.1704454128289017,-2.5605883106750627
Melih YURTSEVEN,4,-0.37613926256619934,-2.508252072623515
Oleksandr Yurovskykh,4,-0.42306458187311,-2.4366101762651726
Roman Shogdzhiev,4,-0.24342713640884908,-2.622014083827815
Samuel Jesus P Goncalves,4,-0.2596297848360349,-2.6335173082078702
Satria Duta Cahaya,4,-0.2461829512278967,-2.620875712717224
Suyog Wagh,4,-0.23007029563910908,-2.6281317171363883
Terry Luo,4,-0.22901701917778047,-2.6234840879290693
Vasif Durarbayli,4,-0.2287332948600746,-2.620020172097626
Vladimir Mikhailovsky,4,-0.22407524369117485,-2.60352902355087
Wellington Albuquerque Jr.,2,-0.1829984140862223,-2.5877567614548793
Yahli Sokolovsky,4,-0.22852168599699144,-2.614389787354839
Yelyzaveta Hrebenshchykova,4,-0.24023179556358848,-2.6291081683653195
Allahverdi Hamidov,3,-1.9131605980169375,-0.7478751604920096
Haik Martirosyan,2,-0.2546063503438075,-2.488566105310427
Javier Benitez,2,-0.2541851800445263,-2.571312553801457
Joey Grochal,2,-0.3241381325190331,-2.46855361173364
Jung Min Seo,4,-0.4538449104961764,-2.372506204682137
Maciej Czopor,2,-0.33975848801504477,-2.4666697152855472
Maciej Klekowski,1,-0.3125504541078158,-2.47196949179658
Nikita Meshkovs,3,-3.1745079309576694,0.620238177644049
Sam Sevian,3,-1.4894042411414825,-1.3128057281430916
Semen Novozhilov,4,-0.30837630634769636,-2.5066829338686607
Thomas Carroll,3,-0.6632642073689876,-2.101410614362287
Tigran Nazaretyan,4,-0.7701439630532183,-1.993299252239822
Yagiz Kaan Erdogmus,1,-0.3556671545418145,-2.4778230102941454
Yuriy Kuzubov,3,-1.8088339778222502,-0.9443870594123273
londonkid,2,-0.5960613701914058,-2.217074357767651
Adar TARHAN,1,-0.28915102315437585,-2.536761510954964
Agustin Ambrogi,1,-0.10225374818797897,-2.43707009086755
Alexey Streltsov,1,-0.866468262454271,-1.8984751281767536
Alfeu Junior Varela Bueno,0,1.917588086069285,-0.8366911117112108
Andrei Shishkov,2,1.5127076066903258,-1.3686615193641996
Andrés Delgado,0,6.0420652932074566,2.850157809360417
Augustin Droin,1,0.7173250472569431,-1.9442666941721798
Carlos Martins,1,0.2853826202674417,-2.2055269317911343
Christian Stevens,2,1.7133252561579222,-1.1136955217526188
Craig Clawitter,0,3.7177445653614254,0.686673297058033
Daniel Pinto,0,1.3943072248219215,-1.3341100841355849
David Shapiro,3,-1.5054664007351952,-1.2424803831919464
Denes Boros,1,-0.23311288813422681,-2.5358242107661035
Dushyant Sharma,1,0.3510222182600674,-2.181871698118172
Frank Buchenau,0,3.205542314622368,0.19499414598142487
GIRINATH PDS,0,2.048672931568089,-0.8121300104466079
Girish Koushik,0,2.408537250612005,-0.42677141437346794
Glek_Igor,0,5.819418215818177,2.3653854051949317
Ismayil Shahaliyev,2,-0.16217482863814098,-2.583737648503544
Ivan Aldokhin,1,1.2031197980376114,-1.5499620877468836
Ivan Ivanisevic,2,0.5914960831518595,-1.9806045548240696
Ivan Provotorov,2,0.7419864021703307,-1.9684445481936603
Ivan Yeletsky,3,-1.172546427029596,-1.664523666515376
Jan Petr,0,3.4450260841432816,0.47938086147262854
Javokhir Sindarov,2,0.3547342225680821,-2.3385566274784146
Jay Bonin,0,4.470586836867251,1.424663772716704
Jesper Lauridsen,1,0.2717871442911462,-2.239191325748645
Jose A. Hernandez Izquierdo,1,-0.2284030298345749,-2.4228980169130896
Jose Rafael Gascon,0,2.314963028642808,-0.5848835280992379
Juan David Becerra Morales,1,-0.11166717306155169,-2.4900058110350844
Justin Sarkar,0,8.669309551564327,5.048199531035974
