Name,Solid_Style_Prob
4empechement,0.37585902267127713
AFRUZA Khamdamova,0.10605235938129447
Aadit Bhatia,0.06818566697138756
Aaditya Dhingra,0.5989370946908089
Aakaash Meduri,0.07011005209658605
Aakash G,0.03707459831944003
Aansh Nandan Nerurkar,0.3340015468833955
Aaradhya Das,0.07992021045096048
Aarav Dengla,0.6216471063865218
Aarav Sinha,0.3761434600070298
Aaravamudhan Balaji,0.22079681000806572
Aarit Kapil,0.3872947741602715
Aaron Bendayan Claros,0.47783697265803865
Aaron Cooper,0.38139498514850684
Aaron Jacobson,0.36623909931372245
Aaron Matthes,0.1590849487308841
Aaron Mendes,0.15346494467903687
Abdimalik Abdisalimov,0.3180503711662978
Abdulla Gadimbayli,0.9264281044105177
Abhimanyu Puranik,0.4678219629091188
Abigail Zhou,0.35268655732338117
Abtin Atakhan,0.4895929645068152
Adam Collins,0.7817781415772569
Adam Gibała,0.19983804939257452
Adam Kozak,0.18963704189761063
Adam Kujawski,0.8743660691730188
Adam Mekhane,0.6721535518380588
Adani Clarke,0.09409394638551796
Adar TARHAN,0.44001992410810675
Adham Fawzy,0.7242079773529285
Adham_Hossam2011,0.08629968154931114
Adi Menahem,0.8055770125286955
Aditya Mittal,0.5830704676619407
Aditya S Samant,0.7960595119372599
Aditya Varun Gampa,0.10570096732237051
Adnan Sitnic,0.428353683768386
Adrian Antonio Garcia Garcia,0.40127107763888076
Adrian Gschnitzer,0.31852865631348504
Adrian Martinez Fernandez,0.5289102496235867
Adrian Suarez Uriel,0.595622343351305
Adán Rios Escobar,0.44286035226663356
Aghasiyev Kamal,0.8201282444770562
Agustin Ambrogi,0.5886247095476644
Agustin Fuentes,0.24219012952205166
Ahmad Ahmadzada,0.5790920422011749
Ahmad Al khatib,0.8993404908701919
Ahmed Kandil,0.2640224695720458
Ahn Hongjin,0.0954172589024844
Aiaru Altynbek,0.0675213723313032
Airat Sadubayev,0.30863573641117625
Aisen Mestnikov,0.6265692353698116
Ajay Karthikeyan,0.8858102996075976
Akeem Brown,0.7964428940582456
Akhmedov_David,0.07070479777689873
Aksel Bu Kvaloy,0.8023257436086888
Akshay Borgaonkar,0.3255291265797851
Akylbek2021,0.5118850110243682
Al-Saffar Araz Basim,0.7049496845502872
Alain Fayard,0.3557594802078744
Alain Otero Marino,0.14308407919779265
Alain Prieto Aranguren,0.3240705809381497
Alan Morris-Suzuki,0.22850628791922117
Alan Pichot,0.8831848309884947
Alba De Lomas Busquets,0.525928309670501
Alban alban1987@hotmail.com,0.34857717535146987
Albert Fishman,0.5026738658263062
Alberto Barp,0.7833404029480457
Alberto Fabris,0.4925140186288971
